"pk_population","pop_cod","country_pop","pk_species","kingdom","genus","species","subspecies","metapop","community","pk_init_info","init_info","init_info_en","publication","last_admin_check","most_recent_data","potentials","general_rem","pk_reason","reason","reason_en","justif_details","extinct_yr","extinct_yr_interval","pk_rescue","rescue","rescue_en","objectives","context_rem","pk_transloc","transloc","transloc_en","pk_altern","altern","altern_en","pk_reinfor","reinfor","reinfor_en","pk_clust","clust","clust_en","pk_separation","separation","separation_en","first_release","precision_first","last_release","precision_last","pk_phase","phase","phase_en","fk_multisite","fk_multi_sp","typ_rem","lat_pop","long_pop","lieu_dit","loc_rem","dist","pk_origin","origin","origin_en","pk_connex","connex","connex_en","isol_caus","pop_hab","pk_protec_first","protec_first","protec_first_en","pk_protec_last","protec_last","protec_last_en","pk_protec_csq","protec_csq","protec_csq_en","sit_rem","pk_legal_protect","legal_protect","legal_protect_en","pk_div_stag","div_stag","div_stag_en","pk_birth","birth","birth_en","pk_div_orig","div_orig","div_orig_en","biol_rem","pk_prep_hab","prep_hab","prep_hab_en","time_exsitu","pk_stage_change","stage_change","stage_change_en","pk_gen_prog","gen_prog","gen_prog_en","pk_increase","increase","increase_en","increase_meth","pk_env_conditioning","env_conditioning","env_conditioning_en","pk_sub_pops","sub_pops","sub_pops_en","pk_tech_det","tech_det","tech_det_en","pk_temp_spread","temp_spread","temp_spread_en","nb_releases","tot_nb","meth_rem","obs_max","pk_pop_abundance","pop_abundance","pop_abundance_en","pk_time_series","time_series","time_series_en","pk_founder_demo","founder_demo","founder_demo_en","pk_descend_demo","descend_demo","descend_demo_en","pk_pva","pva","pva_en","monit_rem","pk_founder_repro","founder_repro","founder_repro_en","pk_descend_repro","descend_repro","descend_repro_en","pk_dispersal","dispersal","dispersal_en","pk_ecosyst_csq","ecosyst_csq","ecosyst_csq_en","pk_ses_csq","ses_csq","ses_csq_en","det_csq","res_rem","pk_pop_eval","pop_eval","pop_eval_en","pk_experim_eval","experim_eval","experim_eval_en","pk_ecosyst_eval","ecosyst_eval","ecosyst_eval_en","pk_ses_eval","ses_eval","ses_eval_en","mortality","pk_user","firstname","lastname","date_creation","date_modif","geom_pop","pop_protected"
1112,"Pistlent-001","France",420,"Plantae","Pistacia","Pistacia lentiscus","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,1997,NULL,"Courtade",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Cicatrisation des milieux littoraux.
Réduction de l'érosion.",NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",74,"Dans la même population","Same population",34,"Oui","Yes",30,"Non","No",1986,"0",1995,"0",25,"Post-interventions inconnues","Unknown post-interventions",34,34,NULL,43.003373,6.212811,NULL,NULL,"SO",31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",NULL,41,"Aucun","None",NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,"Inconnus","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-06-06 11:50:00","2020-10-09 09:33:00","0101000020E61000008EEA7420EBD918403F58C6866E804540",False
553,"Callpalu-005","France",151,"Plantae","Calla","Calla palustris","---",NULL,NULL,3,"Requête","Request","true",2015,2007,"Serge Muller",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",1980,"0",1980,"0",24,"Suivi post","Monitoring post-interventions",34,30,NULL,48.041686,6.974194,"Faignes-sous-Vologne pond, altitude 920 m.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-12 15:54:00","2020-06-02 16:10:00","0101000020E610000073D6A71C93E51B40BC5983F755054840",False
771,"Narcasso-003","France",242,"Plantae","Narcissus","Narcissus assoanus","---",NULL,NULL,4,"Interrogation","Inquiry","true",2016,2016,NULL,"Même nom de site que Narcasso-004 : une seule population ?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2006,NULL,NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,30,NULL,43.72,3.87,"Domaine de Restinclières",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-25 16:20:00","2018-07-25 16:23:00","0101000020E6100000F6285C8FC2F50E405C8FC2F528DC4540",NULL
840,"Diansupe-002","France",268,"Plantae","Dianthus","Dianthus superbus","---","Diansupe-meta-001",NULL,4,"Interrogation","Inquiry",NULL,2018,2015,"Eurométropole de Strasbourg","Publication en cours : génétique de l’œillet superbe et métapopulation (Alsace et alentours).",19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,34,"Oui","Yes","Suppression du Passage à Niveau N°6","Pression foncière et agricole.",68,"Colonisation assistée","Assisted colonization",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2013,NULL,NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,30,NULL,48.636835,7.779934,"",NULL,NULL,NULL,NULL,NULL,32,"Non probable","Unlikely",NULL,"Prairie mésophylle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",NULL,NULL,NULL,"Prélèvement de plaques et de mottes de terre. Potentiels appareils souterrains / graines également transloqués.
Matériel biologique parasité.",34,"Oui","Yes","0-7 m",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",62,"Assez détaillés","Fairly detailed",44,"Semaines","Weeks",2,"21","Opération en plusieurs temps avec une partie du matériel ayant subi un séjour ex-situ. Difficultés techniques rencontrées pour déplacer les plaques de terre : morcellement.",NULL,34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",30,"Non","No",30,"Non","No","Deux suivis 2014 : 08/2014 et 09/2014
Trois suivis 2015 : 07, 08, 09 2015",30,"Non","No",30,"Non","No",30,"Non","No",34,"Oui","Yes",34,"Oui","Yes","Sol très perturbé.","Mise en place d'un bail de gestion par un agriculteur sur le site.",35,"Incertain","Uncertain",51,"Négatif","Negative",35,"Incertain","Uncertain",35,"Incertain","Uncertain","Site non approprié.
Déplacement de véhicules.
Mauvaise gestion.",6,"Anaël","Mayeur","2018-10-26 09:58:00","2018-12-07 15:18:00","0101000020E61000006327BC04A71E1F405DF92CCF83514840",NULL
662,"Euphterr-001","France",194,"Plantae","Euphorbia","Euphorbia terracina","---",NULL,NULL,4,"Interrogation","Inquiry","false",2016,2016,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,30,"Non","No",NULL,NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",76,"Dans autre(s) population(s)","Other population(s)",30,"Non","No",30,"Non","No",2016,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",30,30,NULL,42.579145,2.843978,"Aire de service Village catalan",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Régional","Regional",34,"Oui","Yes",38,"Captif","Captivity",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",30,"Non","No",34,"Oui","Yes",NULL,NULL,NULL,NULL,34,"Oui","Yes",62,"Assez détaillés","Fairly detailed",46,"Années","Years",2,"420",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-17 15:38:00","2020-10-06 12:07:00","0101000020E61000001059A48977C006402A52616C214A4540",False
671,"Erucsupi-029","France",193,"Plantae","Erucastrum","Erucastrum supinum","---",NULL,NULL,4,"Interrogation","Inquiry","false",2016,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2012,NULL,NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,30,NULL,48.678,4.648,"Gravière Morgagni-Zeimett - Ilôt au Nord-Est du site",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-18 02:21:00","2018-07-18 02:24:00","0101000020E6100000643BDF4F8D971240105839B4C8564840",NULL
1034,"Alisplan-001","France",371,"Plantae","Alisma","Alisma plantago-aquatica","---",NULL,"commun-007",4,"Interrogation","Inquiry","false",2019,2006,NULL,"20 individuals introduced in 2005. Don't know how many in 2004. Probably a population viability objective but it is not very much clear. See aa-00-01-74.",19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,30,"Non","No","""L’opération de renaturation a été envisagée simplement compte tenu de la vocation « paysagère et reconstitution de milieu » de l’opération""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",30,"Non","No",2004,"0",2005,"0",26,"Arrêté","Stopped",30,34,"Type de translocation pas clair car la présence/absence avant la translocation d'individus de l'espèce transloquée n'est pas précisée.
4 zones de réimplantation réunies.

Type of translocation unclear as the presence/absence of individuals of the translocated species prior to translocation is not specified.
4 translocation areas combined.",44.890853,5.000882,"La Véore, les mares de Bas chassiers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",38,"Captif","Captivity",34,"Oui","Yes",NULL,30,"Non","No","7 ans",34,"Oui","Yes",30,"Non","No",34,"Oui","Yes",NULL,41,"Aucun","None",34,"Oui","Yes",63,"Moyennement détaillés","Moderately detailed",45,"Mois","Months",2,NULL,"Plantes en pots ""lancées"" (sans les pots ?) dans l'eau, en espérant que leurs ""facultés naturelles d'enracinement"" permettront leur installation (aa-00-01-74).

Potted plants 'thrown' (without the pots?) into the water, hoping that their 'natural rooting abilities' will allow them to settle (aa-00-01-74).",NULL,30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-02-19 15:22:00","2022-08-29 13:38:00","0101000020E6100000CB9E0436E700144091459A7807724640",False
1003,"Violhisp-004","France",351,"Plantae","Viola","Viola hispida","---","Violhisp-meta-001",NULL,4,"Interrogation","Inquiry","false",2019,2018,NULL,"SI 1",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Programme LIFE-Nature : Sauvetage de Viola hispida et Biscutella neustriaca en Val de Seine","Causes de déclin : Plus de gélifraction entraînant une granulométrie non conforme. Stabilisation des éboulis par les graminées.",NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2009,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pelouse calcicole",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"National","National",30,"Non","No",NULL,NULL,NULL,34,"Oui","Yes",NULL,34,"Oui","Yes","0",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",63,"Moyennement détaillés","Moderately detailed",30,"Non","No",1,"560","Paliers horizontaux créés et remise à nue de la craie.",NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",31,"N'est pas applicable","Not applicable",30,"Non","No",NULL,30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",NULL,NULL,51,"Négatif","Negative",50,"Positif","Positive",31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",NULL,6,"Anaël","Mayeur","2019-02-08 16:00:00","2019-05-29 15:38:00",NULL,False
1113,"Pistlent-002","France",420,"Plantae","Pistacia","Pistacia lentiscus","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,1997,NULL,"Plage d'Argent",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Cicatrisation des milieux littoraux.
Réduction de l'érosion.",NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",74,"Dans la même population","Same population",34,"Oui","Yes",30,"Non","No",1981,"0",1995,"0",25,"Post-interventions inconnues","Unknown post-interventions",34,34,NULL,43.005113,6.185721,NULL,NULL,"SO",31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",NULL,41,"Aucun","None",NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,"Inconnus","Unknown",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-06-06 11:51:00","2020-10-09 09:39:00","0101000020E6100000BFB854A52DBE184069E4F38AA7804540",False
1107,"Rosagall-006","France",257,"Plantae","Rosa","Rosa gallica","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,2013,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",2013,"0",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,34,"Oui","Yes","0",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",64,"Peu détaillés","Briefly detailed",30,"Non","No",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aucun pied observé en 2014",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-04-30 14:47:00","2020-10-15 09:29:00",NULL,False
824,"Myosmini-001","France",269,"Plantae","Myosurus","Myosurus minimus","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2010,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Régional","Regional",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-10-24 09:27:00","2018-11-29 10:57:00",NULL,NULL
1021,"Diansupe-004","France",268,"Plantae","Dianthus","Dianthus superbus","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,2018,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2015,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",30,30,NULL,46.056891,5.914631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,34,"Oui","Yes","qq m",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",62,"Assez détaillés","Fairly detailed",30,"Non","No",1,"35",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-02-19 14:53:00","2019-05-17 09:19:00","0101000020E610000090A1630795A81740E7374C3448074740",False
1018,"Biscneus-007","France",358,"Plantae","Biscutella","Biscutella neustriaca","---","Biscneus-meta-001",NULL,4,"Interrogation","Inquiry","false",2019,2012,NULL,"SI10",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Programme LIFE-Nature : Sauvetage de Viola hispida et Biscutella neustriaca en Val de Seine.
Sauvegarde d'une endémique en vallée de la Seine.","Causes de déclin : Renfermement du milieu par les graminées suite à un changement progressif des pratiques culturales. Auto-incompatibilité de la plante -> un grand nombre d'individus par populations est nécessaire. Le pâturage extensif (peu à peu abandonné) aide à la dispersion des graines.",NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2011,"0",NULL,NULL,24,"Suivi post","Monitoring post-interventions",34,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"pelouse calcicole mésoxérophile à Pulsatille commune et Seslérie bleuâtre",30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",34,"Oui","Yes",40,"Les deux","Both",30,"Non","No",NULL,30,"Non","No",NULL,34,"Oui","Yes",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",62,"Assez détaillés","Fairly detailed",45,"Mois","Months",2,"709","Pâturage extensif",NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,NULL,35,"Incertain","Uncertain",50,"Positif","Positive",31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",NULL,6,"Anaël","Mayeur","2019-02-14 12:53:00","2019-05-29 15:44:00",NULL,False
868,"Pancmari-002","France",246,"Plantae","Pancratium","Pancratium maritimum","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2009,NULL,"Plage Gigaro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.184429,6.597354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-11-27 15:51:00","2020-10-05 14:15:00","0101000020E6100000058A58C4B0631A408DB7955E9B974540",False
871,"Tamagall-001","France",294,"Plantae","Tamarix","Tamarix gallica","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2009,NULL,"Plage Gigaro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,"Renforcement","Reinforcement",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.184429,6.597354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-11-27 16:07:00","2020-10-05 13:38:00","0101000020E6100000058A58C4B0631A408DB7955E9B974540",False
